houseName,houseScale,houseArea,houseLayers,houseDirect,builtDate,owner,community,detailAddress,price
地位象征 经典温馨 稀有好房 高 园林住宅,3室2厅,100㎡,中层（共33层）,南北向,2010年建,路元梅,滨湖世纪城徽杰苑,滨湖世纪城-滨湖世纪城徽杰苑滨湖世纪城紫云路,20800元/㎡
低首付!春融苑 满五 小两房 朝南户型方正 业主诚心出售!,2室2厅,81.1㎡,高层（共33层）,南向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,17262元/㎡
婚装30万全新未住万达湖景房配套齐全交通便利满二年,2室2厅,88.8㎡,中层（共28层）,南北向,2016年建,方太蕾,万达临湖苑,文化旅游城-万达临湖苑滨湖区包河大道与环湖北路交口,17004元/㎡
"世纪城徽杰苑 通透三房婚房装修拎包住,满五,双阳台,中高层视",3室2厅,106.21㎡,高层（共33层）,南向,2011年建,王海生,滨湖世纪城徽杰苑,滨湖世纪城-滨湖世纪城徽杰苑滨湖世纪城紫云路,17135元/㎡
"新上春融苑精装两房,婚房装修急售,送家电家具,全天采光带车位",2室2厅,81.2㎡,中层（共33层）,南向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,17857元/㎡
揽湖苑新上精装三房南北通透精装修家具家电全送急卖,3室2厅,124.9㎡,低层（共28层）,南北向,2017年建,路元梅,万达揽湖苑,文化旅游城-万达揽湖苑庐州大道和贵阳路交口,17614元/㎡
世纪城春融苑 朝南大两房 精装修 看房方便 房东诚心出售!,2室2厅,92.36㎡,中层（共33层）,南向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,16240元/㎡
"精装边户大4房,两厅两卫,南北通透,中楼层,采光无虑,诚售中",4室2厅,136.84㎡,低层（共33层）,南向,2015年建,桂立超,保利拉菲公馆,高速滨湖时代广场-保利拉菲公馆四川路与武汉路交口西北角,24115元/㎡
春融苑 经典全南三房 精装 全天光照 钻石楼层!,3室2厅,86.99㎡,高层（共33层）,南向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,18737元/㎡
"急售树荫苑全南经典三房,套内面积100平,南北通透,采光刺眼",3室2厅,87.1㎡,低层（共26层）,南北向,2013年建,王海生,滨湖世纪城树荫苑,滨湖世纪城-滨湖世纪城树荫苑,18369元/㎡
央企开发保利豪装三房送全新家电满二年全天采光无遮挡急,3室2厅,91.3㎡,中层（共33层）,南北向,2016年建,路元梅,保利海上五月花,文化旅游城-保利海上五月花南宁路与金斗西路交口东南角,19715元/㎡
振徽苑 经典厨改三 全新精装 南北通透大阳台 视野开阔 好楼层,3室1厅,105.5㎡,高层（共33层）,南向,2011年建,王海生,滨湖世纪城振徽苑,滨湖世纪城-滨湖世纪城振徽苑天山路与紫云路交叉口,16113元/㎡
"(优)成熟地段,地铁口,银泰旁。价格价位好,湖景房",3室2厅,93㎡,中层（共32层）,南向,2015年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,21720元/㎡
(优)淮矿东方蓝海精装修三房满二房东急置换卖房看房随时,3室2厅,93㎡,中层（共33层）,南北向,2017年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,22365元/㎡
精装振徽苑 4室2厅 南北通透全明户型 送大入户 中上好楼层,4室2厅,164.06㎡,中层（共32层）,南向,2011年建,王海生,滨湖世纪城振徽苑,滨湖世纪城-滨湖世纪城振徽苑天山路与紫云路交叉口,15360元/㎡
"徽杰苑精致小户型,地铁口,精装修全送,48中,业主置换三室,现",1室1厅,54㎡,低层（共33层）,南向,2014年建,王海生,滨湖世纪城徽杰苑,滨湖世纪城-滨湖世纪城徽杰苑滨湖世纪城紫云路,16296元/㎡
中海捡漏必看 看VR 好视野 好楼层 好价格 双地铁,4室2厅,116.3㎡,低层（共32层）,南北向,2016年建,朱宗耀,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,22012元/㎡
徽昌苑新出精装修大2房保养好近近采光无挡,2室2厅,93.1㎡,高层（共33层）,南北向,2011年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,15896元/㎡
()徽杰苑精装4房162方全送随看随签还能谈价急卖中,4室2厅,162㎡,高层（共33层）,南北向,2010年建,路元梅,滨湖世纪城徽杰苑,滨湖世纪城-滨湖世纪城徽杰苑滨湖世纪城紫云路,16358元/㎡
世纪城徽昌苑 豪装四房 诚心急售 南北通透 送家具家电随时看房!,4室2厅,134.2㎡,高层（共33层）,南北向,2014年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,16616元/㎡
徽昌苑大四房 南北通透边户 全明户型 精装全新家电家具 中上楼,3室2厅,130.1㎡,中层（共33层）,南北向,2010年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,17678元/㎡
"新上徽昌苑南北通透豪华装修,空调,房东急售,一线品牌装修",3室2厅,134.1㎡,高层（共33层）,南北向,2014年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,16778元/㎡
新房 公园旁双地铁口|精装洋房|低公摊|专车接送+团购底价,3室2厅,106.8㎡,高层（共11层）,南向,2019年建,王子龙,龙湖·春江紫宸,瑶海工业园-龙湖·春江紫宸文忠路与学林路交口西500米,13211元/㎡
新上徽昌苑 南北通透 大四房双卫精装修通透边户光线充足前无遮挡,4室2厅,130㎡,中层（共33层）,南北向,2011年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,18076元/㎡
全南三房十万家电家具全送中高楼层视野开阔近地铁,3室2厅,96.2㎡,高层（共33层）,南北向,2011年建,王海生,徽杰苑,滨湖世纪城-滨湖世纪城徽杰苑滨湖世纪城紫云路,19230元/㎡
新房 龙湖物业 双地铁公园环绕 低密度洋房 168旁 专,3室2厅,107㎡,中层（共17层）,南北向,2018年建,王子龙,龙湖·春江紫宸,瑶海工业园-龙湖·春江紫宸文忠路与学林路交口西500米,13037元/㎡
新上房源东方蓝海A区边户大两房新装修未住过房东急售,2室1厅,95.8㎡,高层（共28层）,南北向,2017年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,17745元/㎡
"毛坯大三房,南北通透,两房朝南,客厅南阳台,近地铁,靠.近商",3室2厅,110.75㎡,高层（共34层）,南向,2017年建,桂立超,文一名门湖语,新省府-文一名门湖语紫云路与嵩山路交叉口,24830元/㎡
()双阳台 口 小区位置 满两年 业主急售!,3室2厅,118㎡,高层（共33层）,南北向,2017年建,方太蕾,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,19491元/㎡
"()紫气东来大平层,165平385万送储物间,诚心卖",4室2厅,164㎡,高层（共34层）,南北向,2016年建,朱宗耀,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,23475元/㎡
置换 徽昌苑大套房 精装空置 南北通透边户 随时看房!诚售,4室2厅,151.2㎡,中层（共33层）,南向,2011年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,16666元/㎡
(优)新上边户三房185万送车位南北通透房东置换急,3室2厅,98㎡,低层（共33层）,南向,2017年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,17959元/㎡
新上徽昌苑精装四房 户型方正 南北通透 送入户拎包入住看房随时,4室2厅,134.62㎡,低层（共33层）,南北向,2011年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,16713元/㎡
徽昌苑四室两厅两位户型方正业主诚心出售,4室2厅,123.76㎡,低层（共33层）,北向,2010年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,15513元/㎡
捡漏价豪华装修拎包入住带产权车位临湖苑布局合理设计时尚急售,3室2厅,94.6㎡,中层（共33层）,南北向,2015年建,方太蕾,万达临湖苑,文化旅游城-万达临湖苑滨湖区包河大道与环湖北路交口,17970元/㎡
徽昌苑豪装四房诚心急售南北通透送全套家具家电随时看,4室2厅,134.2㎡,高层（共33层）,南北向,2014年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,16393元/㎡
新上徽贵苑 置换大三房两卫 精装四十万有暖气世纪金源商圈,3室2厅,123.79㎡,中层（共33层）,北向,2011年建,王海生,滨湖世纪城徽贵苑,滨湖世纪城-滨湖世纪城徽贵苑徽州大道与紫云路交汇处东北角,18418元/㎡
"徽贵苑大套房 满五,精装,大四房,拎包入住采光好!前无遮挡",4室2厅,121.08㎡,低层（共33层）,南向,2011年建,王海生,滨湖世纪城徽贵苑,滨湖世纪城-滨湖世纪城徽贵苑徽州大道与紫云路交汇处东北角,17756元/㎡
新上徽贵苑 精装 全南户型 视野开阔 光照亮眼 品牌家电家具!,3室2厅,121.35㎡,高层（共33层）,南向,2011年建,王海生,滨湖世纪城徽贵苑,滨湖世纪城-滨湖世纪城徽贵苑徽州大道与紫云路交汇处东北角,18129元/㎡
世纪城徽贵苑 南北通透 精装婚房 大三房一线品牌材料 两房朝南,3室1厅,120.57㎡,低层（共33层）,南向,2011年建,王海生,滨湖世纪城徽贵苑,滨湖世纪城-滨湖世纪城徽贵苑徽州大道与紫云路交汇处东北角,18661元/㎡
"坝上街豪装装修大三房包河万达旁地铁1,2号线交汇,急售了",3室2厅,120.6㎡,中层（共46层）,南北向,2015年建,鲁学松,坝上街环球中心,汽车站-坝上街环球中心长江东大街与明光路交汇处,18573元/㎡
(优)宝能城精装大四房拎包入住总价低适合改善群体看房随时,4室2厅,144㎡,低层（共39层）,东向,2017年建,敬起福,合肥宝能城,文化旅游城-合肥宝能城,23611元/㎡
"政务万象城旁,苏式园林设计,让小区与众不同,在家享江南烟雨",4室2厅,138.2㎡,中层（共18层）,南北向,2019年建,鲁学松,建发·雍龙府,南门换乘中心-建发·雍龙府,20911元/㎡
新上春融苑婚房精装修全送 非一楼 采光良好 三开间 全部朝南,2室2厅,80.7㎡,低层（共33层）,南向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,17967元/㎡
包河区特价工抵洋房15000多的单价您听说过吗淝河公园里的住,4室2厅,124㎡,中层（共11层）,南北向,2019年建,鲁学松,金辉·庐州云著,骆岗-金辉·庐州云著前园路与大强路交口,17741元/㎡
新上徽昌苑南北通透 大四房 双卫 精装修通透边户 光线充足 前无,4室2厅,130㎡,中层（共33层）,南北向,2011年建,王海生,滨湖世纪城徽昌苑,滨湖世纪城-滨湖世纪城徽昌苑,18076元/㎡
新上春融苑经典二改三 89户型 3+1得房率 光照无忧 通透全明户型,2室2厅,89㎡,中层（共33层）,南北向,2011年建,王海生,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,16853元/㎡
()宝能城中装四房南北通透房型房正有钥匙随时看,4室2厅,135㎡,低层（共33层）,南北向,2016年建,敬起福,合肥宝能城,文化旅游城-合肥宝能城,21333元/㎡
文一塘溪津门 内复式洋房 楼上楼下动静分区 品质享受 四房三卫!,4室2厅,172㎡,高层（共10层）,南北向,2020年建,王海生,文一·塘溪津门,文化旅游城-文一·塘溪津门,24418元/㎡
婚装30万全新未住万达湖景房配套齐全交通便利满二年,2室2厅,88.8㎡,中层（共28层）,南北向,2016年建,方太蕾,万达临湖苑,文化旅游城-万达临湖苑滨湖区包河大道与环湖北路交口,17004元/㎡
精装交付经典3室2厅送空调暖气屯小48中品质,3室2厅,98㎡,中层（共24层）,南北向,2019年建,鲁学松,雍荣府,包河工业园-雍荣府北京路和郎溪路交口西南角,18877元/㎡
电梯房 新加坡花园城蜀山阁 203万 南北通透 看房方便,4室2厅,117.3㎡,高层（共33层）,南北向,2010年建,蔡善政,新加坡花园城,大铺头-新加坡花园城长江西路898号,17306元/㎡
3室2厅212万满二中海边户房东急置换,3室2厅,91.6㎡,低层（共40层）,南向,2016年建,敬起福,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,23144元/㎡
业主稳到价签合同此房带车位随时看房,2室2厅,95㎡,中层（共33层）,南向,2017年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,20000元/㎡
滨湖万达亲湖苑 诚意出售 采光通透,2室2厅,87㎡,中层（共33层）,南向,2017年建,朱宗耀,万达亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,19885元/㎡
()春融苑 2 房 82 方南北通透 之家,2室2厅,82㎡,高层（共1层）,南北向,2018年建,陈刚,春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,19024元/㎡
南北通 3室2厅 新加坡花园城蜀山阁 精装修,3室2厅,163㎡,高层（共18层）,南北向,2000年建,蔡善政,新加坡花园城,大铺头-新加坡花园城长江西路898号,15950元/㎡
春融苑精装三房 楼层采光超好 通透性好 棒 随时看房 稳,2室2厅,89㎡,低层（共33层）,东向,2018年建,陈刚,春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,17640元/㎡
万达边户三房 南北通透 采光刺眼 钻石楼层 满二 配套成熟,3室2厅,105.2㎡,高层（共32层）,南北向,2017年建,朱宗耀,万达亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,21387元/㎡
必卖好房 三房 只要140万精装 鼎元别院 楼W位置,3室2厅,83㎡,低层（共33层）,南北向,2016年建,蔡善政,鼎元别院,三里庵-鼎元别院植物园路9号,16867元/㎡
(优)满两年业主诚心出售中户小三房样板楼质量杠杠的,3室2厅,94㎡,中层（共31层）,南北向,2015年建,方太蕾,万达临湖苑,文化旅游城-万达临湖苑滨湖区包河大道与环湖北路交口,19468元/㎡
"春融苑 全南两房,中高层,房东急售",2室2厅,81㎡,低层（共33层）,南向,2010年建,陈刚,春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,18765元/㎡
新房 少荃湖 专车接送+团购低价,3室2厅,103㎡,中层（共24层）,南向,2019年建,王子龙,新力弘阳·湖语时光,生态公园-新力弘阳·湖语时光龙子湖路与张衡路交口东北角,12135元/㎡
()春融苑 2 房 81 方148万精装修师范,2室2厅,81㎡,低层（共33层）,南向,2010年建,陈刚,春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,18271元/㎡
(优)保利海上五月花再现神房大三房只售182万卖给有需要的人,3室2厅,89.3㎡,低层（共28层）,南北向,2015年建,敬起福,保利海上五月花,文化旅游城-保利海上五月花南宁路与金斗西路交口东南角,20380元/㎡
新房 少荃湖 专车接送+团购低价,3室2厅,103.4㎡,中层（共25层）,南北向,2017年建,王子龙,新力弘阳·湖语时光,生态公园-新力弘阳·湖语时光龙子湖路与张衡路交口东北角,12185元/㎡
()徽贵苑 2 房 91 方 品质住宅 诚意出售,2室2厅,91㎡,低层（共33层）,南向,2011年建,陈刚,徽贵苑,滨湖世纪城-滨湖世纪城徽贵苑徽州大道与紫云路交汇处东北角,17362元/㎡
3房2厅2卫 边户南北通透 亲湖苑220万 带 地铁口,3室2厅,122㎡,低层（共33层）,南北向,2016年建,朱宗耀,万达亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,18032元/㎡
"东边户,满两年,看房方便,诚心出售,价格带车位",3室2厅,117.05㎡,低层（共33层）,南北向,2015年建,方太蕾,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,19222元/㎡
房东豪华装修100万.带两个产权车位.花园露台.惬意生活.东西全送.,4室2厅,143.55㎡,低层（共6层）,南向,2016年建,章彬,万科蓝山,新省府-庐州大道与紫云路交口,47370元/㎡
万科品质.蓝山二期高层.加装地暖空调全送.带车位.真实价格.,3室2厅,111.27㎡,高层（共34层）,南向,章彬,,万科蓝山,新省府-庐州大道与紫云路交口,31455元/㎡
实房实价 华润凯旋门精装修三房 南北通透 采光视野好 看房方便!,3室2厅,134㎡,中层（共41层）,南向,2015年建,王晓艳,华润凯旋门,天鹅湖-华润凯旋门,38059元/㎡
四期北边前排楼栋.中间楼层采光好.房东外地换房诚心出售.有车位,3室2厅,95㎡,中层（共31层）,南北向,2016年建,章彬,佳源巴黎都市,新省府-庐州大道与中山路交叉口,26842元/㎡
新房 少荃湖畔 地铁口 专车接送+团购底价,3室2厅,88㎡,中层（共18层）,南北向,2000年建,王子龙,力高君御世家,瑶海公园-力高君御世家天水路与万罗山路交口,12000元/㎡
46中校区.佳源四期美泉宫.小区前排lou王位置.高楼层采光视野好.,3室2厅,95㎡,中层（共33层）,南北向,2016年建,章彬,佳源巴黎都市,新省府-庐州大道与中山路交叉口,27368元/㎡
实房实价 华润凯旋门精装修 保养很好 采光视野好 无税!,3室2厅,109㎡,高层（共41层）,南向,2015年建,王晓艳,华润凯旋门,天鹅湖-华润凯旋门,35779元/㎡
新房 少荃湖畔 地铁口 专车接送+团购底价,3室2厅,98㎡,中层（共18层）,南北向,2000年建,王子龙,力高君御世家,瑶海公园-力高君御世家天水路与万罗山路交口,12000元/㎡
(新交房小区)御璟江山 97平米三室二厅 167万急售,3室2厅,97㎡,高层（共24层）,南向,2020年建,蔡善政,旭辉御璟江山,大铺头-御璟·江山科学岛路与湖光路交口向北500米,17216元/㎡
捡漏价豪华装修拎包入住带产权车位临湖苑布局合理设计时尚急售,3室2厅,94.6㎡,中层（共33层）,南北向,2015年建,敬起福,万达临湖苑,文化旅游城-万达临湖苑滨湖区包河大道与环湖北路交口,17970元/㎡
"实房实价 凯旋门一期精装修好房 业主诚意出售,随时可签 !",3室2厅,197.19㎡,中层（共45层）,南北向,2015年建,王晓艳,凯旋门,天鹅湖-凯旋门,31948元/㎡
新房 地铁口 少荃湖畔 团购底价+专属优惠,3室2厅,102.3㎡,中层（共18层）,南北向,2018年建,王子龙,华润万橡府,职教城-华润万橡府新站区东方大道与相山路交口,12218元/㎡
新房 地铁口 少荃湖畔 团购底价+专属优惠,4室2厅,121.7㎡,高层（共18层）,南向,2017年建,王子龙,华润万橡府,职教城-华润万橡府新站区东方大道与相山路交口,12062元/㎡
"万达亲湖苑A区(送车位)(送装修)急卖,随时看房,sigh",3室2厅,122㎡,高层（共34层）,南北向,2016年建,朱宗耀,万达亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,23196元/㎡
(优)必看房源豪装30万边户通透三房中高楼层业主出售,3室2厅,98㎡,中层（共33层）,南北向,2017年建,敬起福,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,21938元/㎡
()临滨苑 精致装修 视野采光好 可改三房 价格美丽,2室2厅,92㎡,高层（共1层）,东向,2010年建,陈刚,临滨苑,滨湖世纪城-临滨苑,19130元/㎡
绿洲公园旁 华润凯旋门精装修南北通透 采光楼层好 看房方便!,3室2厅,140.5㎡,中层（共41层）,南北向,2015年建,王晓艳,凯旋门,天鹅湖-凯旋门,37010元/㎡
新房 合肥九中 地铁口 精装修 专车接送+团购底价,3室2厅,95㎡,高层（共24层）,南北向,2000年建,王子龙,美的·金科郡,生态公园-美的·金科郡淮海大道与相城路交口,13157元/㎡
力荐房源 全南户型 精装修2室 中上楼层 枫丹白鹭湖公馆,2室2厅,83㎡,低层（共18层）,南北向,2009年建,蔡善政,枫丹白鹭湖公馆,五里墩-枫丹白鹭湖公馆长江西路半岛路88号,15662元/㎡
新房 合肥九中 地铁口 精装修 专车接送+团购底价,3室2厅,104㎡,中层（共19层）,南北向,2019年建,王子龙,美的·金科郡,生态公园-美的·金科郡淮海大道与相城路交口,12173元/㎡
()春融苑全南两房 全天采光 楼皇位置,2室2厅,96㎡,高层（共33层）,东向,2017年建,陈刚,春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,18750元/㎡
"政务区50中 华润凯旋门精装修业主诚心出售,经典三居, 装修好",3室1厅,140.08㎡,低层（共41层）,南北向,2015年建,王晓艳,凯旋门,天鹅湖-凯旋门,34266元/㎡
中间楼层经典三房采光视野开阔观巢湖,3室2厅,111.27㎡,中层（共34层）,南北向,2015年建,方太蕾,万达三期亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,20940元/㎡
"()两梯四户面积98.65平,仅售225万,必卖好房",4室2厅,99㎡,高层（共40层）,南向,2016年建,敬起福,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,22727元/㎡
新房 168 陶冲湖畔 专车接送+团购优惠,4室2厅,146㎡,低层（共16层）,南北向,2000年建,王子龙,中建·开元御湖公馆,生态公园-中建·开元御湖公馆,13801元/㎡
3室2厅 电梯房 268万 125平 南北通透 满五 住房,3室2厅,125.3㎡,高层（共27层）,南北向,2013年建,蔡善政,蜀湖湾,大铺头-城改蜀湖湾长江西路和香樟大道交叉口东南,21388元/㎡
精装修 万达亲湖苑A区 满二 住房 96平 楼层好 视野无,3室2厅,96㎡,高层（共32层）,南北向,2016年建,朱宗耀,万达亲湖苑,文化旅游城-万达三期亲湖苑庐州大道与丙铺路交口,20625元/㎡
新房 168 陶冲湖畔 专车接送+团购优惠,3室2厅,97㎡,低层（共24层）,南北向,2000年建,王子龙,中建·开元御湖公馆,生态公园-中建·开元御湖公馆,13195元/㎡
科大 电梯洋房 精装修 拎包入住 看房提前约实拍图,3室2厅,113.4㎡,高层（共16层）,南北向,2010年建,蔡善政,徽商城市风景,科技园-城市风景长江西路与天柱路交汇处,19929元/㎡
"实房实价!凯旋门精装正规4房,动静分离,诚心出售,产权清晰",4室2厅,167.5㎡,低层（共41层）,南北向,2015年建,王晓艳,华润凯旋门,天鹅湖-华润凯旋门,33731元/㎡
三号线地铁 寿春 学林公园临湖房 专车接送+团购优惠,3室2厅,96.1㎡,低层（共18层）,南北向,2018年建,王子龙,招商·公园1872,生态公园-招商·公园1872梦溪路与岱河路交口,14360元/㎡
巴黎春天旁精装电梯三房 地铁口公园旁 房主急售产权清晰,3室2厅,105㎡,高层（共18层）,南北向,2015年建,李根,香江生态丽景,生态公园-香江生态丽景,10952元/㎡
三号线地铁 寿春 学林公园临湖房 专车接送+团购优惠,3室2厅,96.1㎡,高层（共11层）,南北向,2020年建,王子龙,招商·公园1872,生态公园-招商·公园1872梦溪路与岱河路交口,13527元/㎡
新房 职教城 地铁口 九中 专车接送+专属优惠,3室2厅,92㎡,低层（共18层）,南北向,2000年建,王子龙,保利罗兰香谷,生态公园-保利罗兰香谷相城路与淮海大道交口西北角,14000元/㎡
"()东边户湖景房,家具全屋订制,价格可议,随时看",4室2厅,114㎡,中层（共42层）,南北向,2016年建,敬起福,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,25877元/㎡
火车站旁洋房+地铁3号线+合肥二院+次新小区+南北通透,3室2厅,90㎡,低层（共6层）,南向,2014年建,王来玉,隆昊昊天园,皖江厂-隆昊昊天园北二环路之砀山路与星火路交口,13333元/㎡
绿城桂花园 满五 4室2厅 电梯房 看房方便 有钥匙东边户,4室2厅,170.4㎡,中层（共6层）,南北向,2010年建,蔡善政,绿城桂花园,大蜀山-绿城桂花园天柱路与黄山路交叉口,24061元/㎡
金科新房瑶海产证3房市区产证zui.低价一级物业配套完善,3室2厅,88㎡,中层（共20层）,南北向,2020年建,王来玉,恒大城,龙岗-恒大城临泉东路与吴敬梓路交汇东北,11590元/㎡
新房 职教城 地铁口 九中 专车接送+专属优惠,4室2厅,94.9㎡,中层（共18层）,南北向,2020年建,王子龙,保利罗兰香谷,生态公园-保利罗兰香谷相城路与淮海大道交口西北角,13698元/㎡
新房 刚需小三房98万起 地铁口150米 低总价 车接车送,3室2厅,95㎡,中层（共18层）,南北向,2018年建,王子龙,皖投万科·天下艺境,生态公园-皖投万科·天下艺境,13157元/㎡
政务区50中 华润凯旋门精装修拎包入住全新未住人 看房方便,3室2厅,138.7㎡,中层（共41层）,南向,2015年建,王晓艳,凯旋门,天鹅湖-凯旋门,33886元/㎡
(优)91平191万电梯房3室2厅中海滨湖公馆楼层好视,3室2厅,91.9㎡,中层（共41层）,南北向,2016年建,敬起福,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,20783元/㎡
精修地暖 10米开间阳台南北通透 15楼东边户,3室2厅,116㎡,高层（共18层）,南北向,2018年建,李根,保利罗兰春天,龙岗-保利罗兰春天包公大道和大众路交汇处,13620元/㎡
精装3房 电梯房 110平 3室2厅 满二 住房 采光好,3室2厅,110㎡,低层（共31层）,北向,2016年建,路元奇,保利拉菲公馆,高速滨湖时代广场-保利拉菲公馆四川路与武汉路交口西北角,23636元/㎡
实房实价 华润凯旋门一期奢华豪宅 精装修四房 靠绿洲公园观景房,4室2厅,311.17㎡,中层（共35层）,南北向,2012年建,王晓艳,华润凯旋门,天鹅湖-华润凯旋门,35350元/㎡
南北通 3室2厅 博威香山丽舍 精装修,3室2厅,89㎡,高层（共1层）,南北向,2000年建,赵刘磊,博威香槟小镇,大蜀山-博威香槟小镇长江西路与红皖路交汇处北600米,17977元/㎡
新房 精装修 近地铁 新站少荃湖核心 京东方南边 车接车送+,3室2厅,94㎡,中层（共18层）,南向,2020年建,王子龙,皖投万科·天下艺境,生态公园-皖投万科·天下艺境,12978元/㎡
正南 3室2厅 幸福里程 精装修,3室2厅,99㎡,中层（共18层）,南向,2016年建,蔡善政,幸福里程,大蜀山-幸福里程高新区海关路与天通路交口西南角,25858元/㎡
两房朝南 楼层虽低采光无遮挡 出门双校区 诚心出售,2室2厅,82㎡,低层（共33层）,南北向,2015年建,陈刚,滨湖世纪城春融苑,滨湖世纪城-滨湖世纪城春融苑广西路于万泉河路交叉口,18048元/㎡
"精装全送,实惠两房,日照时间长,东方蓝海,双地铁口,卖!",2室2厅,94㎡,低层（共33层）,南北向,2016年建,韩锋,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,19680元/㎡
万达揽湖苑 大三房两卫 中间楼层采光好 价格 有钥匙,3室2厅,124.9㎡,中层（共28层）,南北向,2015年建,方太蕾,合肥万达文化旅游城,文化旅游城-合肥万达文化旅游城庐州大道与环湖北路交口,19615元/㎡
新房 东部新中心 48中师范 双地铁口 龙湖天街 车接车,3室2厅,99㎡,中层（共22层）,南向,2000年建,王子龙,金辉优步大道,龙岗-金辉优步大道新安江路与大众路交汇处,11111元/㎡
"信达文景大三房,楼层好,诚意出售,到价即签",3室2厅,136㎡,中层（共6层）,南北向,2004年建,李劲松,信达文景雅居,合家福购物街-文景雅居马鞍山南路九华山路交汇处,14338元/㎡
刚需低总价中间楼层公园景观淮矿东方蓝海E区,2室2厅,82㎡,高层（共24层）,南向,2018年建,韩锋,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,20121元/㎡
刚需客户买给父母适合中海滨湖公馆3房89方,3室2厅,89㎡,低层（共34层）,东向,2018年建,韩锋,中海滨湖公馆,高速滨湖时代广场-中海滨湖公馆,21910元/㎡
现房 吾悦广场 边户赠送近10平 地铁口 刚需三房 楼层可选,3室2厅,89.2㎡,中层（共27层）,南北向,2017年建,王子龙,华盛南院,元疃-华盛南院新安江路与沿河西路交口,11098元/㎡
()本周必卖价格可大谈精装情侣必备东边户,2室2厅,96㎡,高层（共33层）,东向,2018年建,韩锋,淮矿东方蓝海,文化旅游城-淮矿东方蓝海,20000元/㎡
华冶水晶公馆 精装4房 124方采光 有车位密度低,4室2厅,124㎡,低层（共33层）,南北向,2014年建,路元奇,华冶水晶公馆,高速滨湖时代广场-华冶水晶公馆四川路与杭州路交口,22419元/㎡
高楼层视野好纯毛坯南北通透四房两卫诚心卖,4室2厅,114.8㎡,高层（共32层）,南北向,2016年建,韩锋,合肥宝能城,文化旅游城-合肥宝能城,20644元/㎡
"观湖苑两房,满五,纯毛坯,观景楼层,业主诚意",2室1厅,71.77㎡,高层（共33层）,南向,2014年建,陈刚,蓝鼎观湖苑,滨湖假日-观湖苑滨湖新区紫云路与庐州大道交汇处西南角,18810元/㎡
